Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"1306 N Center St, Lonoke, AR 72086",34.794598,-91.896889,1,range_interpolation,1306,N Center St,,,Lonoke,AR,Lonoke County,72086,US,TIGER/Line® dataset from the US Census Bureau
"500 S. Mt. Olive Street, #200, Siloam Springs, AR 72761",36.189571,-94.541349,1,range_interpolation,500,State Hwy 43,#,200,Siloam Springs,AR,Benton County,72761,US,TIGER/Line® dataset from the US Census Bureau
"2180 Aggie Road, Jonesboro, AR 72401",35.842711,-90.659697,0.6,street_center,,Aggie Rd,,,Jonesboro,AR,Craighead County,72401,US,TIGER/Line® dataset from the US Census Bureau
"417 W Main St, Trumann, AR 72472",35.671754,-90.511667,1,range_interpolation,417,W Main St,,,Trumann,AR,Poinsett County,72472,US,TIGER/Line® dataset from the US Census Bureau
"528 Jack Stephens Drive, Little Rock, AR 72205",34.746902,-92.318332,0.71,nearest_rooftop_match,521,Jack Stephens Dr,,,Little Rock,AR,Pulaski County,72205,US,Arkansas Geographic Information Office
"3400 Service Loop Road 2, West Memphis, AR 72301",35.154084,-90.143947,1,rooftop,3400,Service Loop,,,West Memphis,AR,Crittenden County,72301,US,Arkansas Geographic Information Office
"1500 Dodson Ave, Fort Smith, AR 72917",35.371929,-94.417627,0.9,rooftop,1500,Dodson Ave,,,Fort Smith,AR,Sebastian County,72901,US,Arkansas Geographic Information Office
"3318 N North Hills Boulevard, Fayetteville, AR 72703",36.118332,-94.043243,0.33,place,,,,,Fayetteville,AR,Washington County,72703,US,TIGER/Line® dataset from the US Census Bureau
"1301 S. Walton Blvd, Bentonville, AR 72712",36.357857,-94.213337,1,rooftop,1301,S Walton Blvd,,,Bentonville,AR,Benton County,72712,US,Arkansas Geographic Information Office
"808 US-65, Harrison, AR 72601",36.252607,-93.120836,1,rooftop,808,Hwy 65,,,Harrison,AR,Boone County,72601,US,Boone
"1930 E Thomas Rd, Phoenix, AZ 85016",33.481309,-112.040074,1,rooftop,1930,E Thomas Rd,,,Phoenix,AZ,Maricopa County,85016,US,Maricopa
"18701 N 67th Ave, Glendale, AZ 85308",33.655,-112.201695,1,rooftop,18701,N 67th Ave,,,Glendale,AZ,Maricopa County,85308,US,City of Glendale
"26900 N Lake Pleasant Pkwy, Peoria, AZ 85383",33.728019,-112.267645,1,rooftop,26900,N Lake Pleasant Pkwy,,,Phoenix,AZ,Maricopa County,85383,US,Maricopa
"3929 E Bell Rd, Phoenix, AZ 85032",33.639201,-111.998131,1,rooftop,3929,E Bell Rd,,,Phoenix,AZ,Maricopa County,85032,US,Maricopa
"150 North 18th Avenue, Phoenix, AZ 85007",33.449963,-112.099175,1,rooftop,150,N 18th Ave,,,Phoenix,AZ,Maricopa County,85007,US,Maricopa
"9201 W Thomas Rd, Phoenix, AZ 85037",33.478178,-112.25744,1,rooftop,9201,W Thomas Rd,,,Phoenix,AZ,Maricopa County,85037,US,Maricopa
Not Listed,0,0,0,,,,,,,,,,,
"1400 S Dobson Rd, Mesa, AZ 85202",33.38928,-111.875032,1,rooftop,1400,S Dobson Rd,,,Mesa,AZ,Maricopa County,85202,US,City of Mesa
"1601 W. St. Mary's Road, Tucson, AZ 85745",32.228203,-111.000081,1,rooftop,1601,W Saint Marys Rd,,,Tucson,AZ,Pima County,85745,US,Pima
"1955 W Frye Rd, Chandler, AZ 85224",33.297497,-111.874613,1,rooftop,1955,W Frye Rd,,,Chandler,AZ,Maricopa County,85224,US,Maricopa
"2446 Fort Tuthill Loop , Flagstaff, AZ 86004",35.38094,-111.373463,0.33,place,,,Fl,AGSTAFF,Flagstaff,AZ,Coconino County,86004,US,TIGER/Line® dataset from the US Census Bureau
"3000 N, Fourth Street, Flagstaff, AZ 86004",35.217614,-111.613357,1,rooftop,3000,N 4th St,Fl,AGSTAFF,Flagstaff,AZ,Coconino County,86004,US,City of Flagstaff
"401 Burro Alley, Morenci, AZ 85540",33.053708,-109.333065,0.6,street_center,,Burro Aly,,,Morenci,AZ,Greenlee County,85540,US,TIGER/Line® dataset from the US Census Bureau
"1515 E Bethany Home Rd Ste 120B, Phoenix, AZ 85014",33.523575,-112.049067,1,range_interpolation,1515,E Bethany Home Rd,Ste,120B,Phoenix,AZ,Maricopa County,85014,US,TIGER/Line® dataset from the US Census Bureau
"10230 W Happy Valley Pkwy Ste 100C, Peoria, AZ 85383",33.713925,-112.280019,1,rooftop,10230,W Happy Valley Pkwy,Ste,100C,Phoenix,AZ,Maricopa County,85383,US,Maricopa
"3648 W Anthem Way Ste 100C Bldg A, Phoenix, AZ 85086",33.867329,-112.13681,1,rooftop,3648,W Anthem Way,Bldg,A,Anthem,AZ,Maricopa County,85086,US,Maricopa
"1124 E McKellips Rd Ste 102, Mesa, AZ 85203",33.451864,-111.806276,1,rooftop,1124,E McKellips Rd,Ste,102,Mesa,AZ,Maricopa County,85203,US,City of Mesa
"18404 N Tatum Blvd Ste 101C, Phoenix, AZ 85032",33.653959,-111.978601,1,rooftop,18404,N Tatum Blvd,Ste,101C,Phoenix,AZ,Maricopa County,85032,US,Maricopa
"20745 N Scottsdale Rd Ste 105, Scottsdale, AZ 85255",33.675384,-111.923188,1,rooftop,20745,N Scottsdale Rd,Ste,105,Scottsdale,AZ,Maricopa County,85255,US,Maricopa
"6220 W Bell Rd Ste 100C, Glendale, AZ 85308",33.639315,-112.193091,1,rooftop,6220,W Bell Rd,Ste,100C,Glendale,AZ,Maricopa County,85308,US,City of Glendale
"1200 West Mohave Road, Parker, AZ 85344",34.135175,-114.285878,1,range_interpolation,1200,Mohave Rd,,,Parker,AZ,La Paz County,85344,US,TIGER/Line® dataset from the US Census Bureau
"1501 N. Williamson Avenue, Winslow, AZ 86047",35.035011,-110.691871,1,range_interpolation,1501,N Williamson Ave,,,Winslow,AZ,Navajo County,86047,US,TIGER/Line® dataset from the US Census Bureau
"7219 N Litchfield Rd, Glendale, AZ 85309",33.54062,-112.3728,0.22,place,,,,,Luke Afb,AZ,Maricopa County,85309,US,TIGER/Line® dataset from the US Census Bureau
"4135 S Power Rd #113, Mesa, AZ 85212",33.340283,-111.68595,1,rooftop,4135,S Power Rd,#,113,Mesa,AZ,Maricopa County,85212,US,City of Mesa
"5777 E Mayo Blvd, Phoenix, AZ 85054",33.657796,-111.953959,1,rooftop,5777,E Mayo Blvd,,,Phoenix,AZ,Maricopa County,85054,US,Maricopa
"3555 S Val Vista Dr, Gilbert, AZ 85297",33.287855,-111.751391,1,rooftop,3555,S Val Vista Dr,,,Gilbert,AZ,Maricopa County,85297,US,City of Gilbert
"1600 S. 20th Avenue., Safford, AZ 85546",32.821721,-109.732993,1,range_interpolation,1600,S 20th Ave,,,Safford,AZ,Graham County,85546,US,TIGER/Line® dataset from the US Census Bureau
"2080 W Southern Ave, Apache Junction, AZ 85120",33.393496,-111.568223,1,range_interpolation,2080,W Southern Ave,,,Apache Junction,AZ,Pinal County,85120,US,TIGER/Line® dataset from the US Census Bureau
"13075 W McDowell Rd., Avondale, AZ 85392",33.464106,-112.340292,0.9,range_interpolation,13075,W McDowell Rd,,,Phoenix,AZ,Maricopa County,85392,US,TIGER/Line® dataset from the US Census Bureau
"1683 E Florence Blvd, Casa Grande, AZ 85122",32.878305,-111.715004,0.9,rooftop,1683,E Florence Blvd,,,Casa Grande,AZ,Pinal County,85222,US,Pinal
"600 S Dobson Rd, Chandler, AZ 85224",33.296392,-111.87696,1,rooftop,600,S Dobson Rd,,,Chandler,AZ,Maricopa County,85224,US,Maricopa
"450 South Willard Street, Cottonwood, AZ 86326",34.731678,-112.029127,1,rooftop,450,S Willard St,,,Cottonwood,AZ,Yavapai County,86326,US,Yavapai
"1000 N Humphreys St, Flagstaff, AZ 86001",35.207055,-111.647203,1,rooftop,1000,N Humphreys St,Fl,AGSTAFF,Flagstaff,AZ,Coconino County,86001,US,City of Flagstaff
"6343 South Higley Road, Gilbert, AZ 85298",33.23499,-111.719794,1,rooftop,6343,S Higley Rd,,,Gilbert,AZ,Maricopa County,85298,US,City of Gilbert
"10240 North 43rd Avenue, Glendale, AZ 85302",33.5803,-112.151985,1,rooftop,10240,N 43rd Ave,,,Glendale,AZ,Maricopa County,85302,US,City of Glendale
"18589 N 59th Ave, Glendale, AZ 85308",33.653657,-112.184698,1,rooftop,18589,N 59th Ave,,,Glendale,AZ,Maricopa County,85308,US,City of Glendale
"9494 W Northern Ave #101, Glendale, AZ 85305",33.552192,-112.26323,1,rooftop,9494,W Northern Ave,#,101,Glendale,AZ,Maricopa County,85305,US,Maricopa
"5410 W Thunderbird Rd. Suite 101, Glendale, AZ 85306",33.611168,-112.175935,1,rooftop,5410,W Thunderbird Rd,Ste,101,Glendale,AZ,Maricopa County,85306,US,City of Glendale
"17688 W. Elliot Rd, Goodyear, AZ 85338",33.354584,-112.443932,1,range_interpolation,17688,W Elliot Rd,,,Goodyear,AZ,Maricopa County,85338,US,TIGER/Line® dataset from the US Census Bureau
"1810 Mesquite Ave, Lake Havasu City, AZ 86403",34.478416,-114.336558,0.76,nearest_rooftop_match,1840,Mesquite Ave Lake Havasu City,,,Lake Havasu City,AZ,Mohave County,86403,US,Statewide
"535 E McKellips Rd, Mesa, AZ 85203",33.45079,-111.819487,1,rooftop,535,E McKellips Rd,,,Mesa,AZ,Maricopa County,85203,US,City of Mesa
"1066 N Power Rd. #101, Mesa, AZ 85205",33.435553,-111.685007,1,rooftop,1066,N Power Rd,#,101,Mesa,AZ,Maricopa County,85205,US,City of Mesa
"298 W Mariposa Rd, Nogales, AZ 85621",31.367191,-110.934448,1,range_interpolation,298,W Mariposa Rd,,,Nogales,AZ,Santa Cruz County,85621,US,TIGER/Line® dataset from the US Census Bureau
"2122 N Scottsdale Rd, Scottsdale, AZ 85257",33.471679,-111.926687,1,rooftop,2122,N Scottsdale Rd,,,Scottsdale,AZ,Maricopa County,85257,US,Maricopa
"20470 N Lake Pleasant Rd, Peoria, AZ 85382",33.669514,-112.2807,1,rooftop,20470,N Lake Pleasant Rd,,,Peoria,AZ,Maricopa County,85382,US,Maricopa
"3229 E Greenway Rd, Phoenix, AZ 85032",33.625917,-112.011764,1,rooftop,3229,E Greenway Rd,,,Phoenix,AZ,Maricopa County,85032,US,Maricopa
"1701 E Thomas Rd., Phoenix, AZ 85016",33.479916,-112.045302,1,rooftop,1701,E Thomas Rd,,,Phoenix,AZ,Maricopa County,85016,US,Maricopa
"8101 N. 19th Ave., Phoenix, AZ 85021",33.554948,-112.099207,1,rooftop,8101,N 19th Ave,,,Phoenix,AZ,Maricopa County,85021,US,Maricopa
"20950 N Tatum Blvd, Phoenix, AZ 85050",33.678464,-111.977516,1,range_interpolation,20950,N Tatum Blvd,,,Phoenix,AZ,Maricopa County,85050,US,TIGER/Line® dataset from the US Census Bureau
"34640 N North Valley Pkwy, Phoenix, AZ 85086",33.799127,-112.131125,1,rooftop,34640,N North Valley Pkwy,,,Anthem,AZ,Maricopa County,85086,US,Maricopa
"5920 W McDowell Rd, Phoenix, AZ 85035",33.466499,-112.187723,1,rooftop,5920,W McDowell Rd,,,Phoenix,AZ,Maricopa County,85035,US,Maricopa
"2062 Willow Creek Rd, Prescott, AZ 86301",34.578551,-112.482568,1,rooftop,2062,Willow Creek Rd,,,Prescott,AZ,Yavapai County,86301,US,Yavapai
"3051 N Windsong Dr, Prescott Valley, AZ 86314",34.587455,-112.326241,1,rooftop,3051,N Windsong Dr,,,Prescott Valley,AZ,Yavapai County,86314,US,Yavapai
"7425 E Shea Blvd, Scottsdale, AZ 85260",33.581324,-111.92115,1,rooftop,7425,E Shea Blvd,,,Scottsdale,AZ,Maricopa County,85260,US,Maricopa
"9745 West Bell Road, Sun City, AZ 85351",33.637634,-112.269854,1,rooftop,9745,W Bell Rd,,,Sun City,AZ,Maricopa County,85351,US,Maricopa
"14800 W Mountain View Blvd. Ste. 190, Surprise, AZ 85374",33.656031,-112.379902,1,rooftop,14800,W Mountain View Blvd,Ste,190,Surprise,AZ,Maricopa County,85374,US,Maricopa
"9525 E Old Spanish Trail, Tucson, AZ 85748",32.207696,-110.78919,0.9,range_interpolation,9525,E Old Spanish Trl,,,Tucson,AZ,Pima County,85710,US,TIGER/Line® dataset from the US Census Bureau
"6238 E Pima St, Tucson, AZ 85712",32.242886,-110.859175,1,rooftop,6238,E Pima St,,,Tucson,AZ,Pima County,85712,US,Pima
"1570 E Tucson Marketplace Blvd, Tucson, AZ 85713",32.182143,-110.947751,1,rooftop,1570,E Tucson Marketplace Blvd,,,Tucson,AZ,Pima County,85713,US,Pima
"4280 N Oracle Rd, Tucson, AZ 85705",32.284475,-110.976571,1,rooftop,4280,N Oracle Rd,,,Tucson,AZ,Pima County,85705,US,Pima
Not Listed,0,0,0,,,,,,,,,,,
"5369 S Calle Santa Cruz, Tucson, AZ 85706",32.154166,-110.989881,1,rooftop,5369,S Calle Santa Cruz,,,Tucson,AZ,Pima County,85706,US,Pima
"1394 W 16th St., Yuma, AZ 85364",32.698944,-114.637129,1,rooftop,1394,W 16th St,,,Yuma,AZ,Yuma County,85364,US,Yuma
"901 W. Rex Allen Dr., Willcox, AZ 85643",32.265152,-109.838346,1,rooftop,901,W Rex Allen Dr,,,Willcox,AZ,Cochise County,85643,US,Cochise
"6200 N LaCholla Blvd, Tucson, AZ 85741",32.340073,-111.058754,0.33,place,,,,,Tucson,AZ,Pima County,85741,US,TIGER/Line® dataset from the US Census Bureau
"Old Town Scottsdale Mobile Testing Center, 4539 N Goldwater Blvd, Scottsdale, AZ 85251",33.839345,-111.863734,0.7,street_center,,E Old Trail Rd,,,Scottsdale,AZ,Maricopa County,85262,US,TIGER/Line® dataset from the US Census Bureau
"350 W Thomas Rd, Phoenix, AZ 85013",33.482122,-112.080552,1,rooftop,350,W Thomas Rd,,,Phoenix,AZ,Maricopa County,85013,US,Maricopa
"6572 East Grant Road Suite 130, Tucson, AZ 85715",32.249566,-110.851976,1,rooftop,6572,E Grant Rd,Ste,130,Tucson,AZ,Pima County,85715,US,Pima
"2120 W Ina Rd, Suite 100, Tucson, AZ 85741",32.337697,-111.013254,1,rooftop,2120,W Ina Rd,Ste,100,Tucson,AZ,Pima County,85741,US,Pima
"269 S Candy Ln, Cottonwood, AZ 86326",34.735167,-112.029556,1,rooftop,269,S Candy Ln,,,Cottonwood,AZ,Yavapai County,86326,US,Yavapai
"2735 Silver Creek Road, Bullhead City, AZ 86442",35.110922,-114.555234,1,rooftop,2735,Silver Creek Rd,,,Bullhead City,AZ,Mohave County,86442,US,Mohave
"300 Hillmont Avenue, Ventura, CA 93003",34.277563,-119.2537,1,rooftop,300,Hillmont Ave,,,Ventura,CA,Ventura County,93003,US,Ventura County
"4735 Hamilton Ave #80, San Jose, CA 95130",37.291907,-121.985982,1,rooftop,4735,Hamilton Ave,#,80,San Jose,CA,Santa Clara County,95130,US,Santa Clara County
"75B Diamond Valley Road, Markleeville, CA 96120",38.769474,-119.817042,1,rooftop,75,Diamond Valley Rd,Apt,B,Markleeville,CA,Alpine County,96120,US,Alpine County
"2450 Ashby Avenue, Berkeley, CA 94705",37.855924,-122.257312,1,rooftop,2450,Ashby Ave,,,Berkeley,CA,Alameda County,94705,US,Alameda County
"2001 Dwight Way, Berkeley, CA 94704",37.864208,-122.26903,1,rooftop,2001,Dwight Way,,,Berkeley,CA,Alameda County,94704,US,City of Berkeley
"2720 S. Bristol, Santa Ana, CA 92704",33.710919,-117.885563,1,range_interpolation,2720,S Bristol St,,,Santa Ana,CA,Orange County,92704,US,TIGER/Line® dataset from the US Census Bureau
"2040 Camfield Ave, Los Angeles, CA 90040",34.008007,-118.155224,1,rooftop,2040,Camfield Ave,,,Los Angeles,CA,Los Angeles County,90040,US,Los Angeles County
"8627 Atlantic Ave, South Gate, CA 90280",33.954301,-118.183788,1,range_interpolation,8627,Atlantic Ave,,,South Gate,CA,Los Angeles County,90280,US,TIGER/Line® dataset from the US Census Bureau
"1300 S Sunset Ave, West Covina, CA 91790",34.059754,-117.946928,1,rooftop,1300,S Sunset Ave,,,West Covina,CA,Los Angeles County,91790,US,Los Angeles County
"6336 Passons Blvd, Pico Rivera, CA 90660",33.985779,-118.085666,1,range_interpolation,6336,Passons Blvd,,,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau
"1000 Sutter Street, Yuba City, CA 95991",39.144711,-121.613285,1,rooftop,1000,Sutter St,,,Yuba City,CA,Sutter County,95991,US,Sutter
"2569 W Woodland Dr, Anaheim, CA 92801",33.850064,-117.974962,1,rooftop,2569,W Woodland Dr,,,Anaheim,CA,Orange County,92801,US,City of Anaheim
"1233 Rancho Vista Blvd, Palmdale, CA 93551",34.601921,-118.152551,1,range_interpolation,1233,Rancho Vista Blvd,,,Palmdale,CA,Los Angeles County,93551,US,TIGER/Line® dataset from the US Census Bureau
"1801 Westwind Drive, Bakersfield, CA 93301",35.375825,-119.043352,1,rooftop,1801,Westwind Dr,,,Bakersfield,CA,Kern County,93301,US,City of Bakersfield
"820 E Mountain View St, Barstow, CA 92311",34.892431,-117.017066,1,rooftop,820,E Mountain View St,,,Barstow,CA,San Bernardino County,92311,US,San Bernardino County
"2170 South Avenue, South Lake Tahoe, CA 96150",38.91162,-119.997607,1,rooftop,2170,South Ave,,,South Lake Tahoe,CA,El Dorado County,96150,US,City of South Lake Tahoe
"16600 Civic Center Drive, Bellflower, CA 90706",33.883661,-118.122249,1,range_interpolation,16600,Civic Center Plz,,,Bellflower,CA,Los Angeles County,90706,US,TIGER/Line® dataset from the US Census Bureau
"1273 West Hobson Way, Blythe, CA 92225",33.611752,-114.610456,0.81,nearest_rooftop_match,1267,W Hobson Way,,,Blythe,CA,Riverside County,92225,US,Riverside
"10 10th Street, Oakland, CA 94607",37.788164,-122.254012,0.9,rooftop,10,10th St,,,Oakland,CA,Alameda County,94606,US,Alameda County
"Pier 30, San Francisco, CA 94107",37.780231,-122.399425,1,street_center,,Pier,,,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
"422 Arneill Rd, Camarillo, CA 93010",34.221226,-119.03892,1,range_interpolation,422,Arneill Rd,,,Camarillo,CA,Ventura County,93010,US,TIGER/Line® dataset from the US Census Bureau
"1350 41st Avenue, Suite 102, Capitola, CA 95010",36.97059,-121.964167,1,rooftop,1350,41st Ave,Ste,102,Capitola,CA,Santa Cruz County,95010,US,Santa Cruz County
"2920 Telegraph Ave, Berkeley, CA 94705",37.856894,-122.260002,1,rooftop,2920,Telegraph Ave,,,Berkeley,CA,Alameda County,94705,US,Alameda County
"2110 Sunset Blvd, Suite M, Los Angeles, CA 90026",34.07735,-118.26408,0.9,rooftop,2110,W Sunset Blvd,Ste,M,Los Angeles,CA,Los Angeles County,90026,US,City of Los Angeles
"1320 Travis Blvd , #Suite C, Fairfield, CA 94533",38.258356,-122.050362,1,range_interpolation,1320,Travis Blvd,Ste,C,Fairfield,CA,Solano County,94533,US,TIGER/Line® dataset from the US Census Bureau
"411 Grand Ave, Oakland, CA 94610",37.80842,-122.253467,1,rooftop,411,Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda County
"600 E Colorado Blvd, #120, Pasadena, CA 91101",34.145513,-118.137948,1,rooftop,600,E Colorado Blvd,#,120,Pasadena,CA,Los Angeles County,91101,US,Los Angeles County
"1998 Market St, San Francisco, CA 94102",37.769876,-122.426339,1,rooftop,1998,Market St,,,San Francisco,CA,San Francisco County,94102,US,"City and County of San Francisco, Enterprise Addressing System"
"55 Pacific Ave, San Francisco, CA 94111",37.797938,-122.397816,1,range_interpolation,55,Pacific Ave,,,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
"2615 E. Clinton Avenue, Fresno, CA 93703",36.77255,-119.779263,1,rooftop,2615,E Clinton Ave,,,Fresno,CA,Fresno County,93703,US,Fresno County
"1731 E 120th St, Los Angeles, CA 90059",33.9242,-118.307803,0.7,rooftop,1731,W 120th St,,,Los Angeles,CA,Los Angeles County,90047,US,Los Angeles County
"280 Cohasset Road, Chico, CA 95926",39.751956,-121.851655,1,rooftop,280,Cohasset Rd,,,Chico,CA,Butte County,95926,US,Butte County
"865 3rd Avenue, Chula Vista, CA 91910",32.621894,-117.07217,0.9,range_interpolation,865,3rd Ave,,,Chula Vista,CA,San Diego County,91911,US,TIGER/Line® dataset from the US Census Bureau
"15145 Lakeshore Drive, Clearlake, CA 95422",38.949382,-122.628584,1,rooftop,15145,Lakeshore Dr,,,Clearlake,CA,Lake County,95422,US,Lake County
"23625 Holman Hwy, Monterey, CA 93940",36.579062,-121.91505,1,range_interpolation,23625,Holman Hwy,,,Monterey,CA,Monterey County,93940,US,TIGER/Line® dataset from the US Census Bureau
"3700 California Street, San Francisco, CA 94118",37.786574,-122.455772,1,rooftop,3700,California St,,,San Francisco,CA,San Francisco County,94118,US,"City and County of San Francisco, Enterprise Addressing System"
"Castro and Duboce Streets, San Francisco, CA 94114",37.769058,-122.435794,0.73,intersection,,Castro St,,,San Francisco,CA,San Francisco County,94114,US,TIGER/Line® dataset from the US Census Bureau
"3555 Cesar Chavez Street, San Francisco, CA 94110",37.747835,-122.42086,1,rooftop,3555,Cesar Chavez St,,,San Francisco,CA,San Francisco County,94110,US,"City and County of San Francisco, Enterprise Addressing System"
